"Name","Platform","Year_of_Release","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","User_Score","Rating"
"LEGO Indiana Jones: The Original Adventures","X360",2008,"Action","Activision",2.4,1.01,0,0.36,3.76,7.5,"E10+"
"The Sims: Unleashed","PC",2002,"Simulation","Electronic Arts",2.03,1.56,0,0.17,3.76,8,"T"
"Harry Potter and the Sorcerer's Stone","PS",2001,"Action","Electronic Arts",1.37,2,0.14,0.22,3.73,7.5,"E"
"Super Paper Mario","Wii",2007,"Platform","Nintendo",1.95,0.86,0.59,0.31,3.71,7.9,"E"
"Spyro: Year of the Dragon","PS",2000,"Platform","Sony Computer Entertainment",1.93,1.58,0,0.19,3.71,8.8,"E"
"Assassin's Creed IV: Black Flag","PS3",2013,"Action","Ubisoft",1.33,1.68,0.13,0.57,3.71,8.1,"M"
"FIFA Soccer 2005","PS2",2004,"Sports","Electronic Arts",0.58,2.48,0.04,0.59,3.7,7.6,"E"
"Tony Hawk's Pro Skater 4","PS2",2002,"Sports","Activision",2.13,1.18,0.01,0.35,3.67,8.5,"T"
"MySims","DS",2007,"Simulation","Electronic Arts",1.58,1.59,0.08,0.41,3.66,7.3,"E"
"Midnight Club 3: DUB Edition","PSP",2005,"Racing","Take-Two Interactive",1.65,1.21,0,0.79,3.65,8.4,"E10+"
"SOCOM: U.S. Navy SEALs","PS2",2002,"Shooter","Sony Computer Entertainment",2.53,0.81,0.06,0.24,3.65,7.9,"M"
"Jak and Daxter: The Precursor Legacy","PS2",2001,"Platform","Sony Computer Entertainment",2.08,1.09,0.15,0.33,3.64,8.7,"E"
"Pro Evolution Soccer 2008","PS2",2007,"Sports","Konami Digital Entertainment",0.05,0,0.64,2.93,3.63,7.9,"E"
"Resident Evil 4","PS2",2005,"Action","Capcom",2.08,0.83,0.46,0.25,3.62,8.9,"M"
"Guitar Hero: World Tour","Wii",2008,"Misc","Activision",2.32,0.96,0,0.34,3.62,7.6,"T"
"FIFA Soccer 10","PS3",2009,"Sports","Electronic Arts",0.6,2.45,0.05,0.52,3.62,7.6,"E"
"Star Wars: Battlefront","PS2",2004,"Shooter","LucasArts",1.93,1.22,0.03,0.44,3.61,8.7,"T"
"The Simpsons: Road Rage","PS2",2001,"Racing","Electronic Arts",2.02,1.17,0,0.42,3.61,7.7,"T"
"Luigi's Mansion","GC",2001,"Action","Nintendo",2.38,0.67,0.46,0.1,3.6,8.5,"E"
"Battlefield 4","PS4",2013,"Shooter","Electronic Arts",1.35,1.55,0.17,0.51,3.59,6.9,"M"
"Star Wars: Battlefront II","PS2",2005,"Shooter","LucasArts",2.18,1.02,0.03,0.37,3.59,9,"T"
"Just Dance 2014","Wii",2013,"Misc","Ubisoft",1.88,1.39,0,0.31,3.59,6.2,"E10+"
"Cooking Mama 2: Dinner With Friends","DS",2007,"Simulation","505 Games",1.6,1.49,0.1,0.39,3.58,8,"E"
"Grand Theft Auto: Liberty City Stories","PS2",2006,"Action","Take-Two Interactive",1.56,1.4,0.07,0.5,3.54,7.8,"M"
"The Getaway","PS2",2002,"Action","Sony Computer Entertainment",1.23,1.77,0.05,0.49,3.54,6.8,"M"
"James Bond 007: Agent Under Fire","PS2",2001,"Shooter","Electronic Arts",1.9,1.13,0.1,0.41,3.53,7.9,"T"
"FIFA Soccer 11","X360",2010,"Sports","Electronic Arts",0.71,2.39,0.02,0.4,3.52,7.5,"E"
"Left 4 Dead","X360",2008,"Shooter","Electronic Arts",2.66,0.49,0.05,0.3,3.51,7.9,"M"
"Assassin's Creed: Unity","XOne",2014,"Action","Ubisoft",2.27,0.9,0,0.33,3.5,4.1,"M"
"Resident Evil 5","X360",2009,"Action","Capcom",2.11,0.93,0.12,0.34,3.5,7.5,"M"
"Assassin's Creed: Brotherhood","X360",2010,"Action","Ubisoft",2.85,0.38,0.03,0.24,3.49,8.3,"M"
"Battlefield 4","PS3",2013,"Shooter","Electronic Arts",1.3,1.42,0.27,0.5,3.49,5.8,"M"
"Batman: Arkham Asylum","X360",2009,"Action","Eidos Interactive",2.2,0.95,0.02,0.31,3.48,8.7,"T"
"Battlefield 4","X360",2013,"Shooter","Electronic Arts",2.15,1.01,0.02,0.31,3.48,5.6,"M"
"Battlefield: Bad Company 2","X360",2010,"Shooter","Electronic Arts",2.1,1.01,0.04,0.32,3.47,8.6,"M"
"Guitar Hero: On Tour","DS",2008,"Misc","Activision",2.1,1.01,0.01,0.35,3.46,8.8,"E10+"
"Clubhouse Games","DS",2006,"Misc","Nintendo",0.59,1.79,0.73,0.34,3.45,8.4,"E"
"Borderlands","X360",2009,"Shooter","Take-Two Interactive",2.4,0.71,0.03,0.29,3.44,8.2,"M"
"Tekken 4","PS2",2002,"Fighting","Namco Bandai Games",1.55,1.27,0.33,0.29,3.44,8.3,"T"
"Grand Theft Auto 2","PS",1998,"Action","Take-Two Interactive",1.13,2.07,0,0.22,3.42,8,"T"
"Metal Gear Solid V: The Phantom Pain","PS4",2015,"Action","Konami Digital Entertainment",1.09,1.36,0.49,0.48,3.41,8.2,"M"
"Spider-Man 2","PS2",2004,"Action","Activision",1.75,1.2,0.02,0.43,3.41,8.9,"T"
"FIFA Soccer 2003","PS2",2002,"Sports","Electronic Arts",0.46,2.28,0.05,0.61,3.4,6.7,"E"
"LittleBigPlanet 2","PS3",2011,"Platform","Sony Computer Entertainment",1.83,1.05,0.06,0.46,3.39,8.4,"E"
"Crash Bash","PS",2000,"Misc","Sony Computer Entertainment",1.56,1.47,0.19,0.17,3.39,8.2,"E"
"Assassin's Creed Syndicate","PS4",2015,"Action","Ubisoft",0.81,1.99,0.07,0.52,3.39,6.8,"M"
"LEGO Batman: The Videogame","X360",2008,"Action","Warner Bros. Interactive Entertainment",2.04,1.02,0,0.32,3.38,7.9,"E10+"
"Destiny","XOne",2014,"Shooter","Activision",2.14,0.92,0,0.31,3.37,5.5,"T"
"Far Cry 3","PS3",2012,"Shooter","Ubisoft",0.88,1.7,0.1,0.67,3.35,8.5,"M"
"James Bond 007: Nightfire","PS2",2002,"Shooter","Electronic Arts",1.45,1.29,0.12,0.46,3.33,8.5,"T"
"Star Wars Episode III: Revenge of the Sith","PS2",2005,"Action","LucasArts",1.47,1.39,0.03,0.43,3.32,7.2,"T"
"The Legend of Zelda: Spirit Tracks","DS",2009,"Action","Nintendo",1.4,0.91,0.74,0.26,3.31,7.8,"E10+"
"Max Payne","PS2",2001,"Shooter","Take-Two Interactive",1.99,1.05,0.05,0.22,3.31,8.5,"M"
"Assassin's Creed IV: Black Flag","X360",2013,"Action","Ubisoft",1.9,1.11,0.01,0.29,3.3,7.9,"M"
"The Lord of the Rings: The Return of the King","PS2",2003,"Action","Electronic Arts",1.5,1.28,0.05,0.46,3.28,8.7,"T"
"Gears of War: Ultimate Edition","XOne",2015,"Shooter","Microsoft Game Studios",2.61,0.33,0,0.34,3.28,7.5,"M"
"True Crime: Streets of LA","PS2",2003,"Action","Activision",1.89,1.05,0.02,0.31,3.27,8,"M"
"Professor Layton and the Unwound Future","DS",2008,"Puzzle","Nintendo",0.6,1.57,0.82,0.27,3.26,9.2,"E10+"
"FIFA 16","XOne",2015,"Sports","Electronic Arts",0.89,2.12,0,0.24,3.25,4.4,"E"
"Wii Music","Wii",2008,"Misc","Nintendo",1.35,1.11,0.46,0.32,3.25,4.6,"E"
"Madden NFL 16","PS4",2015,"Sports","Electronic Arts",2.34,0.3,0,0.6,3.24,5.9,"E"
"Gran Turismo 6","PS3",2013,"Racing","Sony Computer Entertainment",0.72,1.67,0.4,0.44,3.23,7.7,"E"
"Halo: The Master Chief Collection","XOne",2014,"Shooter","Microsoft Game Studios",1.91,1,0.03,0.29,3.23,7.2,"M"
"Super Mario Maker","WiiU",2015,"Platform","Nintendo",1.18,0.89,0.94,0.2,3.21,8.7,"E"
"God of War: Chains of Olympus","PSP",2008,"Action","Sony Computer Entertainment",1.48,1,0.04,0.66,3.18,8.6,"M"
"Enter the Matrix","PS2",2003,"Action","Atari",1.78,1.12,0.09,0.19,3.18,8.1,"T"
"Crisis Core: Final Fantasy VII","PSP",2007,"Role-Playing","Square Enix",1.35,0.59,0.8,0.43,3.18,8,"T"
"Dance Central","X360",2010,"Misc","MTV Games",2.15,0.76,0.01,0.26,3.17,7.6,"T"
"L.A. Noire","PS3",2011,"Adventure","Take-Two Interactive",1.27,1.29,0.12,0.49,3.17,7.7,"M"
"Ace Combat 04: Shattered Skies","PS2",2001,"Simulation","Sony Computer Entertainment Europe",2.06,0.56,0.38,0.17,3.17,9.1,"E"
"Animal Crossing","GC",2001,"Simulation","Nintendo",1.92,0.16,0.99,0.09,3.15,8.9,"E"
"FIFA Soccer 08","PS2",2007,"Sports","Electronic Arts",0.68,0,0,2.46,3.14,6.5,"E"
"Club Penguin: Elite Penguin Force","DS",2008,"Adventure","Disney Interactive Studios",1.87,0.97,0,0.3,3.14,8,"E"
"Spider-Man","PS",2000,"Action","Activision",1.7,1.25,0.02,0.16,3.13,9,"E"
"Mario Party 9","Wii",2012,"Misc","Nintendo",1.06,1.09,0.76,0.22,3.13,6.8,"E"
"Sonic Rush","DS",2005,"Platform","Sega",1.21,1.56,0.06,0.29,3.12,8.5,"E"
"Rhythm Heaven","DS",2008,"Misc","Nintendo",0.55,0.5,1.93,0.13,3.11,9,"E"
"Fallout: New Vegas","PS3",2010,"Role-Playing","Bethesda Softworks",1.52,1.03,0.1,0.46,3.11,7.8,"M"
"Personal Trainer: Cooking","DS",2006,"Misc","Nintendo",0.9,1,1.03,0.17,3.11,7.8,"E"
"The Elder Scrolls IV: Oblivion","PS3",2007,"Role-Playing","Ubisoft",1.69,0.85,0.14,0.43,3.1,8,"M"
"The Legend of Zelda: A Link Between Worlds","3DS",2013,"Action","Nintendo",1.4,1.01,0.46,0.23,3.1,8.9,"E"
"Resident Evil 6","PS3",2012,"Shooter","Capcom",0.88,0.94,0.88,0.4,3.1,5.4,"M"
"Mass Effect 2","X360",2010,"Role-Playing","Electronic Arts",1.99,0.81,0.03,0.27,3.1,8.9,"M"
"Dragon Ball Z: Budokai","PS2",2002,"Fighting","Atari",2.17,0.28,0.55,0.08,3.09,7.9,"T"
"Madden NFL 2002","PS2",2001,"Sports","Electronic Arts",2.5,0.16,0.01,0.42,3.08,7.9,"E"
"The Sims: Vacation","PC",2002,"Simulation","Electronic Arts",1.72,1.21,0,0.14,3.07,7.8,"T"
"Animal Crossing: Happy Home Designer","3DS",2015,"Simulation","Nintendo",0.51,1.02,1.4,0.12,3.05,6.9,"E"
"The Sims 4","PC",2014,"Simulation","Electronic Arts",1,1.82,0,0.23,3.05,3.9,"T"
"Borderlands 2","X360",2012,"Shooter","Take-Two Interactive",1.89,0.88,0.04,0.25,3.05,8.2,"M"
"LEGO Batman: The Videogame","DS",2008,"Action","Warner Bros. Interactive Entertainment",1.75,1.01,0,0.29,3.05,8,"E10+"
"Kung Fu Panda","X360",2008,"Action","Activision",1.91,0.84,0,0.29,3.04,7.4,"E10+"
"Mass Effect 3","X360",2012,"Role-Playing","Electronic Arts",1.94,0.84,0.03,0.24,3.04,5.8,"M"
"Heavy Rain","PS3",2010,"Adventure","Sony Computer Entertainment",1.29,1.21,0.06,0.47,3.03,7.7,"M"
"Saints Row 2","X360",2008,"Action","THQ",1.94,0.79,0.02,0.28,3.03,8.1,"M"
"Tom Clancy's Splinter Cell","XB",2002,"Action","Ubisoft",1.85,1.04,0,0.13,3.02,8.5,"T"
"FIFA 14","PS4",2013,"Sports","Electronic Arts",0.61,1.85,0.11,0.44,3.01,6.3,"E"
"Killzone 2","PS3",2009,"Shooter","Sony Computer Entertainment",1.4,1.06,0.08,0.47,3.01,8.1,"M"
"Far Cry 3","X360",2012,"Shooter","Ubisoft",1.38,1.32,0.02,0.28,3,8.6,"M"
"Epic Mickey","Wii",2010,"Platform","Disney Interactive Studios",2.04,0.63,0.12,0.22,3,7,"E"
"NBA 2K13","X360",2012,"Sports","Take-Two Interactive",2.6,0.2,0.01,0.19,3,7.2,"E"
"Dragon Ball Z: Budokai Tenkaichi 3","PS2",2007,"Fighting","Atari",1.15,0,0.76,1.09,3,9.2,"T"
"The Sims: Livin Large","PC",2000,"Misc","Electronic Arts",1.67,1.18,0,0.13,2.99,6.6,"T"
"World Soccer Winning Eleven 6 International","PS2",2002,"Sports","Konami Digital Entertainment",0.12,1.26,1.16,0.45,2.99,9.1,"E"
"Devil May Cry","PS2",2001,"Action","Capcom",1.36,0.86,0.64,0.13,2.99,8.5,"M"
"Star Wars: The Old Republic","PC",2011,"Role-Playing","Electronic Arts",1.58,1.01,0,0.38,2.96,5.9,"T"
"Middle-Earth: Shadow of Mordor","PS4",2014,"Action","Warner Bros. Interactive Entertainment",1.01,1.43,0.05,0.47,2.96,8.1,"M"
"Sonic Heroes","PS2",2003,"Platform","Sega",1.04,1.37,0.06,0.49,2.96,7.8,"E"
"Hitman 2: Silent Assassin","PS2",2002,"Action","Eidos Interactive",1.36,1.15,0.04,0.41,2.96,7.8,"M"
"Titanfall","XOne",2014,"Shooter","Electronic Arts",1.84,0.8,0.04,0.27,2.95,6.4,"M"
"Battlefield: Bad Company 2","PS3",2010,"Shooter","Electronic Arts",1.33,1.1,0.08,0.44,2.95,8.5,"M"
"SOCOM II: U.S. Navy SEALs","PS2",2003,"Shooter","Sony Computer Entertainment",2.22,0.51,0.06,0.15,2.94,9,"M"
"Pac-Man Collection","GBA",2001,"Puzzle","Atari",2.07,0.77,0.05,0.05,2.94,7.8,"E"
"Street Fighter IV","X360",2009,"Fighting","Capcom",1.82,0.7,0.15,0.26,2.94,7.3,"T"
"inFAMOUS","PS3",2009,"Action","Sony Computer Entertainment",1.76,0.68,0.12,0.37,2.93,8.3,"T"
"Kirby Super Star Ultra","DS",2008,"Platform","Nintendo",1.55,0.04,1.19,0.15,2.92,8.8,"E"
"Call of Duty: Ghosts","XOne",2013,"Shooter","Activision",1.88,0.77,0,0.27,2.92,4.3,"M"
"FIFA 15","X360",2014,"Sports","Electronic Arts",0.79,1.92,0,0.21,2.92,4.2,"E"
"Mass Effect","X360",2007,"Role-Playing","Microsoft Game Studios",1.83,0.79,0.03,0.27,2.91,8.7,"M"
"Sonic Mega Collection Plus","PS2",2004,"Misc","Sega",1.54,1.14,0,0.22,2.9,8.6,"E"
"World Soccer Winning Eleven 7 International","PS2",2003,"Sports","Konami Digital Entertainment",0.08,1.24,1.13,0.45,2.9,9,"E"
"Sega Superstars Tennis","X360",2008,"Sports","Sega",1.75,0.86,0,0.28,2.89,6.8,"E10+"
"Hot Shots Golf 3","PS2",2001,"Sports","Sony Computer Entertainment",0.99,0.32,1.38,0.2,2.89,8.9,"E"
"Cooking Mama: Cook Off","Wii",2007,"Simulation","505 Games",1.41,1.12,0.05,0.3,2.89,5.3,"E"
"Call of Duty: Finest Hour","PS2",2004,"Shooter","Activision",1.51,1.12,0.01,0.24,2.89,7.7,"T"
"WarioWare: Smooth Moves","Wii",2006,"Puzzle","Nintendo",0.86,1.04,0.73,0.26,2.89,7.4,"E10+"
"Imagine: Babyz","DS",2007,"Simulation","Ubisoft",1.3,1.26,0,0.31,2.87,7.7,"E"
"Madden NFL 13","X360",2012,"Sports","Electronic Arts",2.53,0.15,0,0.17,2.86,5.8,"E"
"The Elder Scrolls III: Morrowind","XB",2002,"Role-Playing","Ubisoft",2.09,0.63,0.03,0.11,2.86,8.7,"T"
"Assassin's Creed IV: Black Flag","PS4",2013,"Action","Ubisoft",1.07,1.31,0.06,0.42,2.85,7.8,"M"
"Mortal Kombat","PS3",2011,"Fighting","Warner Bros. Interactive Entertainment",1.98,0.53,0,0.34,2.84,8.4,"M"
"Madden NFL 10","X360",2009,"Sports","Electronic Arts",2.52,0.09,0,0.22,2.83,6.1,"E"
"BioShock","X360",2007,"Shooter","Take-Two Interactive",1.65,0.85,0.05,0.28,2.83,8.9,"M"
"Metroid Prime","GC",2002,"Shooter","Nintendo",1.96,0.67,0.1,0.09,2.82,9.3,"T"
"Assassin's Creed: Brotherhood","PS3",2010,"Action","Ubisoft",1.87,0.55,0.11,0.29,2.82,8.2,"M"
"Finding Nemo","GBA",2003,"Action","THQ",1.59,1.05,0.04,0.14,2.82,7,"E"
"Medal of Honor","PS3",2010,"Shooter","Electronic Arts",1.28,1.04,0.07,0.42,2.81,7.5,"M"
"Imagine: Fashion Designer","DS",2007,"Simulation","Ubisoft",1.32,1.19,0,0.3,2.8,7.6,"E"
"inFAMOUS: Second Son","PS4",2014,"Action","Sony Computer Entertainment",1.28,0.98,0.07,0.46,2.79,7.9,"T"
"NBA Street","PS2",2001,"Sports","Electronic Arts",2.19,0.22,0,0.38,2.79,8.6,"E"
"Jak II","PS2",2003,"Platform","Sony Computer Entertainment",1.68,0.74,0,0.36,2.78,8.2,"T"
"Need for Speed: Hot Pursuit","PS3",2010,"Racing","Electronic Arts",1.05,1.23,0.03,0.47,2.78,7.2,"E10+"
"Skylanders: Spyro's Adventure","Wii",2011,"Action","Activision",1.35,1.13,0,0.3,2.78,5.6,"E10+"
"Battlefield 3","PC",2011,"Shooter","Electronic Arts",0.89,1.43,0,0.46,2.78,7.5,"M"
"Mortal Kombat X","PS4",2015,"Fighting","Warner Bros. Interactive Entertainment",1.5,0.8,0,0.48,2.78,7.7,"M"
"The Sims","PS2",2003,"Simulation","Electronic Arts",1.41,1.12,0,0.24,2.77,7.7,"T"
"Killzone 3","PS3",2011,"Shooter","Sony Computer Entertainment",1.45,0.86,0.09,0.38,2.77,7.9,"M"
"Star Wars: The Force Unleashed","X360",2008,"Action","LucasArts",1.74,0.77,0,0.26,2.77,6.7,"T"
"Yoshi's Island DS","DS",2006,"Platform","Nintendo",1.45,0.07,1.1,0.15,2.76,7.4,"E"
"Saints Row: The Third","X360",2011,"Action","THQ",1.25,1.14,0.07,0.3,2.76,7.6,"M"
"Tekken 6","PS3",2009,"Fighting","Namco Bandai Games",1.2,0.97,0.17,0.42,2.75,7.4,"T"
"Sonic and the Secret Rings","Wii",2007,"Platform","Sega",1.21,1.19,0.04,0.29,2.73,6.6,"E"
"FIFA 16","PS3",2015,"Sports","Electronic Arts",0.41,1.84,0.05,0.4,2.71,3.2,"E"
"The Legend of Zelda: A Link to the Past","GBA",2002,"Action","Nintendo",1.75,0.52,0.33,0.1,2.7,9.1,"E"
"Onimusha: Warlords","PS2",2001,"Action","Virgin Interactive",0.99,0.48,1.09,0.14,2.7,8.2,"M"
"L.A. Noire","X360",2011,"Adventure","Take-Two Interactive",1.52,0.92,0.02,0.24,2.7,7.8,"M"
"Call of Duty 3","X360",2006,"Shooter","Activision",1.49,0.92,0.02,0.27,2.7,6.5,"T"
"Madden NFL 12","X360",2011,"Sports","Electronic Arts",2.42,0.11,0,0.16,2.69,5.9,"E"
"LEGO Star Wars II: The Original Trilogy","PS2",2006,"Action","LucasArts",1.85,0.64,0.01,0.19,2.69,9,"E10+"
"Killzone: Shadow Fall","PS4",2013,"Shooter","Sony Computer Entertainment",0.89,1.33,0.08,0.39,2.69,6.8,"M"
"Madden NFL 11","X360",2010,"Sports","Electronic Arts",2.38,0.12,0,0.18,2.69,5.7,"E"
"Burnout 3: Takedown","PS2",2004,"Racing","Electronic Arts",1.23,1.11,0,0.34,2.68,9.1,"T"
"Mario vs. Donkey Kong: Mini-Land Mayhem!","DS",2010,"Puzzle","Nintendo",1.63,0.51,0.35,0.18,2.67,7.7,"E"
"Professor Layton and the Last Specter","DS",2009,"Puzzle","Nintendo",0.28,1.39,0.68,0.32,2.67,8.7,"E10+"
"Call Of Duty 2: Big Red One","PS2",2005,"Shooter","Activision",1.48,0.92,0.01,0.26,2.67,8.2,"T"
"Medal of Honor","PS",1998,"Shooter","Electronic Arts",1.44,1.09,0,0.14,2.67,8.6,"T"
"Fable","XB",2004,"Role-Playing","Microsoft Game Studios",1.99,0.58,0,0.09,2.66,8.5,"M"
"Guitar Hero: World Tour","X360",2008,"Misc","Activision",1.78,0.63,0,0.25,2.66,6.3,"T"
"FIFA 17","XOne",2016,"Sports","Electronic Arts",0.43,2.05,0,0.17,2.65,5.5,"E"
"Hannah Montana","DS",2006,"Action","Disney Interactive Studios",1.59,0.8,0,0.26,2.65,6.7,"E"
"Tom Clancy's Splinter Cell","PS2",2003,"Action","Ubisoft",1.15,1.11,0,0.4,2.65,7.7,"T"
"Need for Speed: Shift","PS3",2009,"Racing","Electronic Arts",0.69,1.4,0.04,0.52,2.65,6.9,"E"
"Medal of Honor Heroes","PSP",2006,"Shooter","Electronic Arts",0.86,1.11,0.01,0.66,2.65,7.9,"T"
"Final Fantasy XIII-2","PS3",2011,"Role-Playing","Square Enix",0.78,0.73,0.89,0.23,2.63,6.6,"T"
"Midnight Club: Street Racing","PS2",2000,"Racing","Take-Two Interactive",2,0.47,0.02,0.14,2.63,7.8,"T"
"Skate 3","X360",2010,"Sports","Electronic Arts",1.47,0.93,0,0.24,2.63,8,"T"
"ESPN NFL 2K5","PS2",2004,"Sports","Sega",2.15,0.12,0,0.36,2.62,8.2,"E"
"Halo Wars","X360",2009,"Strategy","Microsoft Game Studios",1.54,0.8,0.04,0.24,2.62,7.2,"T"
"NBA 2K12","X360",2011,"Sports","Take-Two Interactive",2.31,0.14,0.01,0.16,2.62,7.7,"E"
"FIFA Soccer 10","X360",2009,"Sports","Electronic Arts",0.59,1.79,0.01,0.23,2.62,7.5,"E"
"Medal of Honor","X360",2010,"Shooter","Electronic Arts",1.56,0.8,0.04,0.21,2.61,6.7,"M"
"Harry Potter and the Chamber of Secrets","PS2",2002,"Action","Electronic Arts",0.9,1.22,0.04,0.44,2.61,7.6,"E"
"God of War Collection","PS3",2009,"Action","Sony Computer Entertainment",1.7,0.44,0.06,0.4,2.6,8.7,"M"
"NBA Live 2005","PS2",2004,"Sports","Electronic Arts",2.03,0.21,0,0.35,2.59,8.1,"E"
"Mario Strikers Charged","Wii",2007,"Sports","Nintendo",1.05,1.05,0.24,0.24,2.58,8,"E10+"
"FIFA Soccer 09","PS3",2008,"Sports","Electronic Arts",0.48,1.63,0.04,0.43,2.58,7.5,"E"
"Style Savvy","DS",2008,"Simulation","Nintendo",0.62,0.82,0.96,0.18,2.58,7.7,"E"
"WWE SmackDown vs. RAW 2007","PS2",2006,"Fighting","THQ",1.4,0.88,0.03,0.26,2.58,8.6,"T"
"LEGO Star Wars: The Complete Saga","X360",2007,"Action","LucasArts",1.53,0.81,0,0.24,2.57,7.4,"E10+"
"Madden NFL 08","PS2",2007,"Sports","Electronic Arts",2.14,0.08,0,0.35,2.57,7.8,"E"
"Monster Hunter Freedom 2","PSP",2007,"Role-Playing","Capcom",0.37,0.27,1.75,0.18,2.57,8.7,"T"
"Sonic Adventure 2 Battle","GC",2001,"Platform","Sega",1.7,0.59,0.21,0.07,2.56,8.3,"E"
"Madden NFL 13","PS3",2012,"Sports","Electronic Arts",2.11,0.22,0,0.23,2.56,5.5,"E"
"Dragon Age: Origins","X360",2009,"Role-Playing","Electronic Arts",1.76,0.55,0.03,0.22,2.56,7.9,"M"
"Pokémon Colosseum","GC",2003,"Role-Playing","Nintendo",1.21,0.57,0.7,0.07,2.54,8,"E"
"LittleBigPlanet","PSP",2009,"Platform","Sony Computer Entertainment",0.64,1.22,0.01,0.67,2.54,7.8,"E10+"
"Madden NFL 09","X360",2008,"Sports","Electronic Arts",2.21,0.12,0,0.2,2.53,7,"E"
"Crazy Taxi","PS2",2001,"Racing","Acclaim Entertainment",1.13,1.12,0.06,0.22,2.52,7.9,"T"
"Art Academy","DS",2010,"Misc","Nintendo",0.26,1.65,0.33,0.28,2.52,8,"E"
"NBA 2K14","X360",2013,"Sports","Take-Two Interactive",2.1,0.19,0,0.23,2.52,4.9,"E"
"Skylanders Giants","Wii",2012,"Action","Activision",1.48,0.83,0,0.21,2.52,7,"E10+"
"Deca Sports","Wii",2008,"Sports","Konami Digital Entertainment",1.11,0.85,0.29,0.25,2.5,5.4,"E"
"Marvel: Ultimate Alliance","X360",2006,"Role-Playing","Activision",2.29,0.02,0,0.19,2.5,7.5,"T"
"Mortal Kombat: Deadly Alliance","PS2",2002,"Fighting","Midway Games",1.81,0.52,0,0.15,2.49,8.8,"M"
"Game Party","Wii",2007,"Misc","Midway Games",1.47,0.77,0,0.24,2.48,4.3,"E"
"Bloodborne","PS4",2015,"Action","Sony Computer Entertainment",1.03,0.81,0.26,0.38,2.48,8.6,"M"
"Mario Party 4","GC",2002,"Misc","Nintendo",1.13,0.36,0.92,0.07,2.47,7.4,"E"
"Pure","X360",2008,"Racing","Disney Interactive Studios",1.38,0.84,0,0.25,2.47,7.7,"E"
"NBA 2K13","PS3",2012,"Sports","Take-Two Interactive",1.73,0.43,0.05,0.27,2.47,8,"E"
"Saints Row: The Third","PS3",2011,"Action","THQ",0.86,1.04,0.18,0.38,2.47,7.7,"M"
"Resistance 2","PS3",2008,"Shooter","Sony Computer Entertainment",1.15,0.84,0.1,0.38,2.46,6.1,"M"
"NBA 2K15","PS4",2014,"Sports","Take-Two Interactive",1.47,0.54,0.01,0.43,2.45,7,"E"
"Final Fantasy Tactics","PS",1997,"Role-Playing","SquareSoft",0.93,0.12,1.34,0.06,2.45,8.2,"T"
"Midnight Club: Los Angeles","PS3",2008,"Racing","Take-Two Interactive",1.56,0.53,0.05,0.31,2.45,8.2,"T"
"The Sims: Bustin' Out","PS2",2003,"Simulation","Electronic Arts",1.07,1.19,0,0.18,2.43,8.4,"T"
"LEGO Harry Potter: Years 1-4","Wii",2010,"Action","Warner Bros. Interactive Entertainment",1.28,0.93,0,0.22,2.43,8,"E10+"
"Call of Duty: Infinite Warfare","XOne",2016,"Shooter","Activision",1.46,0.74,0,0.22,2.42,3.1,"M"
"Madden NFL 16","XOne",2015,"Sports","Electronic Arts",2.08,0.08,0,0.26,2.42,6.1,"E"
"Tom Clancy's Rainbow Six: Vegas 2","X360",2008,"Shooter","Ubisoft",1.56,0.6,0.02,0.23,2.42,7.8,"M"
"Need for Speed Carbon: Own the City","PSP",2006,"Racing","Electronic Arts",0.87,0.97,0,0.58,2.42,7.9,"E10+"
"Dragon Ball Z: Budokai 2","PS2",2003,"Fighting","Atari",1.63,0.22,0.51,0.06,2.41,8.2,"T"
"pro evolution soccer 2011","PS3",2010,"Sports","Konami Digital Entertainment",0.29,1.17,0.54,0.41,2.41,6.8,"E"
"ATV Offroad Fury","PS2",2001,"Racing","Sony Computer Entertainment",2.07,0.26,0,0.08,2.41,8.4,"E"
"Need for Speed: ProStreet","PS2",2007,"Racing","Electronic Arts",0.69,0,0.04,1.68,2.41,6.2,"E10+"
"Halo: Combat Evolved Anniversary","X360",2011,"Shooter","Microsoft Game Studios",1.44,0.7,0.04,0.22,2.4,8.1,"M"
"Theme Hospital","PC",1997,"Strategy","Electronic Arts",2.3,0.1,0,0,2.4,9,"K-A"
"Guitar Hero","PS2",2005,"Misc","RedOctane",1.67,0.61,0.03,0.07,2.38,8.7,"T"
"Madden NFL 11","PS3",2010,"Sports","Electronic Arts",2.04,0.15,0,0.2,2.38,6.1,"E"
"Dead Island","X360",2011,"Action","Deep Silver",1.48,0.69,0,0.2,2.37,6.9,"M"
"Half-Life 2","PC",2004,"Shooter","Vivendi Games",2.28,0.02,0.08,0,2.37,9.1,"M"
"The Incredibles","PS2",2004,"Action","THQ",0.96,1.08,0.04,0.3,2.37,7.6,"T"
"Madden NFL 08","X360",2007,"Sports","Electronic Arts",2.18,0.01,0,0.18,2.37,6.4,"E"
"Tony Hawk's Underground 2","PS2",2004,"Sports","Activision",1.25,0.86,0.01,0.26,2.37,8.8,"T"
"Zumba Fitness","X360",2010,"Sports","505 Games",1.74,0.45,0,0.18,2.37,5.5,"E"
"Madden NFL 10","PS3",2009,"Sports","Electronic Arts",2.03,0.13,0,0.21,2.37,6.8,"E"
