"artist","album","song","popularity","duration_ms","danceability","energy","loudness","speechiness","acousticness","instrumentalness","liveness","valence","tempo","genre"
"KALEO","Timeless Rock Hits","Way Down We Go",1,213706,0.492,0.506,-8.022,0.118,0.58,0.00032,0.104,0.338,163.522,"alt-rock"
"Marilyn Manson","Twisted Halloween Hits","I Put A Spell On You",0,216735,0.611,0.801,-5.894,0.0733,0.00119,0.513,0.23,0.408,96.875,"alt-rock"
"Marilyn Manson","Halloween Metal Nights","The Beautiful People",1,222773,0.609,0.948,-4.938,0.113,0.00404,0.0978,0.042,0.786,144.037,"alt-rock"
"Blur","Maintain Your Mojo","Song 2 - 2012 Remaster",0,121160,0.674,0.789,-6.903,0.0676,0.00178,0.00708,0.0753,0.918,129.802,"alt-rock"
"grandson","20's Rock","In Over My Head",0,198365,0.582,0.817,-6.475,0.0399,0.0017,0.0158,0.575,0.622,155.124,"alt-rock"
"grandson","Alternative Rock Mixtape","Blood // Water",0,214520,0.505,0.892,-5.633,0.139,0.00162,0.00177,0.148,0.629,154.004,"alt-rock"
"grandson","All Out Alternative","Blood // Water",0,214520,0.505,0.892,-5.633,0.139,0.00162,0.00177,0.148,0.629,154.004,"alt-rock"
"Counting Crows","Christmas Songs 2022","A Long December",1,297293,0.403,0.59,-5.941,0.0284,0.508,0.00548,0.272,0.393,141.649,"alt-rock"
"Yeah Yeah Yeahs","Halloween 2022","Heads Will Roll",0,221000,0.562,0.903,-4.46,0.0296,0.000187,0.0939,0.298,0.791,132.013,"alt-rock"
"Marilyn Manson","Halloween Metal Nights","The Fight Song",1,177440,0.499,0.983,-3.662,0.0882,0.000123,0.000246,0.0728,0.0378,129.903,"alt-rock"
"Marilyn Manson","Halloween Scary Party","The Beautiful People",0,222773,0.609,0.948,-4.938,0.113,0.00404,0.0978,0.042,0.786,144.037,"alt-rock"
"Marilyn Manson","Twisted Halloween Hits","WE ARE CHAOS",0,240213,0.373,0.857,-3.546,0.0528,0.000999,0.00138,0.408,0.235,137.084,"alt-rock"
"Counting Crows","Del gusto de mamá","Mr. Jones",0,272733,0.571,0.836,-5.556,0.0371,0.194,4.09e-06,0.182,0.73,141.612,"alt-rock"
"Marilyn Manson","Halloween Spooky Party 2022","The Beautiful People",0,222773,0.609,0.948,-4.938,0.113,0.00404,0.0978,0.042,0.786,144.037,"alt-rock"
"Counting Crows","Rock Workout 2023","Mr. Jones",1,272733,0.571,0.836,-5.556,0.0371,0.194,4.09e-06,0.182,0.73,141.612,"alt-rock"
"Marilyn Manson","Twisted Halloween Hits","The Beautiful People",0,222773,0.609,0.948,-4.938,0.113,0.00404,0.0978,0.042,0.786,144.037,"alt-rock"
"Marilyn Manson","Halloween 2022","You And Me And The Devil Makes 3",0,264266,0.596,0.964,-5.754,0.0804,9.52e-05,0.834,0.203,0.399,128.021,"alt-rock"
"Marilyn Manson","Pumpkin Patch Hits","The Beautiful People",0,222773,0.609,0.948,-4.938,0.113,0.00404,0.0978,0.042,0.786,144.037,"alt-rock"
"Marilyn Manson","Anthems for Witches 2022","I Put A Spell On You",1,216735,0.611,0.801,-5.894,0.0733,0.00119,0.513,0.23,0.408,96.875,"alt-rock"
"Marilyn Manson","Halloween Party 2022","You And Me And The Devil Makes 3",0,264266,0.596,0.964,-5.754,0.0804,9.52e-05,0.834,0.203,0.399,128.021,"alt-rock"
"Marilyn Manson","Rock & Halloween","Sweet Dreams (Are Made Of This)",2,293293,0.221,0.664,-5.242,0.0379,0.0039,0.657,0.239,0.101,186.044,"alt-rock"
"Marilyn Manson","Twisted Halloween Hits","Sweet Dreams (Are Made Of This)",0,293293,0.221,0.664,-5.242,0.0379,0.0039,0.657,0.239,0.101,186.044,"alt-rock"
"Marilyn Manson","Halloween Scary Party","Sweet Dreams (Are Made Of This)",0,293293,0.221,0.664,-5.242,0.0379,0.0039,0.657,0.239,0.101,186.044,"alt-rock"
"Marilyn Manson","Halloween Spooky Party 2022","Sweet Dreams (Are Made Of This)",0,293293,0.221,0.664,-5.242,0.0379,0.0039,0.657,0.239,0.101,186.044,"alt-rock"
"Marilyn Manson","Pop & Halloween","Sweet Dreams (Are Made Of This)",2,293293,0.221,0.664,-5.242,0.0379,0.0039,0.657,0.239,0.101,186.044,"alt-rock"
"Counting Crows","Обратно в клас - rock","Mr. Jones",0,272733,0.571,0.836,-5.556,0.0371,0.194,4.09e-06,0.182,0.73,141.612,"alt-rock"
"Marilyn Manson","Happy Haunted Halloween Tunes","The Beautiful People",1,222773,0.609,0.948,-4.938,0.113,0.00404,0.0978,0.042,0.786,144.037,"alt-rock"
"Blur","Alternative Rock Mixtape","The Universal",1,238520,0.32,0.546,-8.33,0.0278,0.181,1.98e-06,0.0928,0.263,163.824,"alt-rock"
"Babasónicos","tardes tranqui","Como Eran Las Cosas",0,242520,0.696,0.448,-9.099,0.0333,0.452,2.43e-05,0.0904,0.569,95.004,"alt-rock"
"Blur","All Out Alternative","Song 2 - 2012 Remaster",0,121160,0.674,0.789,-6.903,0.0676,0.00178,0.00708,0.0753,0.918,129.802,"alt-rock"
"Babasónicos","noches de lluvia","Como Eran Las Cosas",0,242520,0.696,0.448,-9.099,0.0333,0.452,2.43e-05,0.0904,0.569,95.004,"alt-rock"
"Grouplove","Never Trust a Happy Song","Tongue Tied",79,218013,0.56,0.936,-5.835,0.0439,0.00847,0,0.161,0.371,112.96,"alt-rock"
"Bea Miller","aurora","like that",70,185546,0.573,0.441,-5.799,0.0758,0.186,0,0.61,0.389,61.657,"alt-rock"
"Shinsei Kamattechan","Boku no Sensou","Boku no Sensou",66,280466,0.473,0.936,-4.877,0.0704,0.00916,0.0422,0.31,0.416,144.014,"alt-rock"
"R.E.M.","Out Of Time (25th Anniversary Edition)","Losing My Religion",84,268426,0.666,0.855,-5.051,0.0295,0.179,1.2e-06,0.0987,0.803,125.639,"alt-rock"
"Neon Trees","Picture Show","Everybody Talks",80,177280,0.471,0.924,-3.906,0.0586,0.00301,0,0.313,0.725,154.961,"alt-rock"
"The Seige","Run for Your Life","Run for Your Life",55,180137,0.714,0.905,-5.137,0.245,0.0921,0.00149,0.0863,0.362,118.119,"alt-rock"
"The Strokes","The New Abnormal","The Adults Are Talking",79,309053,0.593,0.749,-5.67,0.0475,0.0113,0.106,0.314,0.649,164.959,"alt-rock"
"Creed","Weathered","One Last Breath",72,238240,0.386,0.677,-5.83,0.0346,0.00841,0.00366,0.341,0.195,126.602,"alt-rock"
"Matt Redman","10,000 Reasons (Live)","10,000 Reasons (Bless The Lord) - Live",66,342493,0.431,0.485,-8.085,0.0274,0.452,0,0.544,0.367,145.22,"alt-rock"
"The EverLove","Walk Through Fire","I'm Dangerous",65,243329,0.691,0.841,-7.026,0.0436,0.00438,4.44e-05,0.31,0.755,92.025,"alt-rock"
"The Score","Carry On","Stronger",66,190048,0.563,0.678,-4.717,0.0392,0.0228,0,0.342,0.134,127.883,"alt-rock"
"Charlie Brown Jr.","Acústico (Ao Vivo)","Zoio De Lula - Ao Vivo",55,224973,0.632,0.866,-5.445,0.0488,0.0556,5.75e-06,0.518,0.835,87.785,"alt-rock"
"Fitz and The Tantrums","US Pop 20s","Sway",0,136940,0.705,0.927,-2.701,0.0776,0.0327,0,0.0705,0.945,159.978,"alt-rock"
"KALEO","Feeling Good - Adult Pop Favorites","Save Yourself",0,273880,0.534,0.338,-8.608,0.0346,0.515,9.26e-06,0.124,0.111,120.399,"alt-rock"
"KALEO","La Fine dell'Estate","Way Down We Go",0,213706,0.492,0.506,-8.022,0.118,0.58,0.00032,0.104,0.338,163.522,"alt-rock"
"KALEO","Indie Chill Out","I Want More",0,212392,0.55,0.531,-7.431,0.0309,0.256,0,0.0509,0.364,98.014,"alt-rock"
"Fitz and The Tantrums","New Pop Classics","Sway",0,136940,0.705,0.927,-2.701,0.0776,0.0327,0,0.0705,0.945,159.978,"alt-rock"
"Fitz and The Tantrums","Tek It - New Noise","Sway",0,136940,0.705,0.927,-2.701,0.0776,0.0327,0,0.0705,0.945,159.978,"alt-rock"
"KALEO","All Bops","Automobile",1,186906,0.692,0.553,-6.164,0.0389,0.596,3.01e-05,0.305,0.356,125.903,"alt-rock"
"Young the Giant","All Out Alternative","Cough Syrup",0,249520,0.533,0.721,-7.309,0.0417,0.0338,6.24e-06,0.115,0.225,128.972,"alt-rock"
"No Doubt","OO's Music Grandi Successi","It's My Life",1,225866,0.606,0.75,-4.535,0.0306,0.0026,0.000795,0.321,0.771,126.316,"alt-rock"
"Fitz and The Tantrums","Happy Commute","Walking Target",0,156960,0.65,0.956,-4.113,0.0564,0.0153,3.86e-05,0.364,0.673,104.018,"alt-rock"
"Jimmy Eat World","Emo Christmas 2022","Last Christmas",0,267493,0.532,0.842,-6.152,0.0403,0.00131,1.2e-06,0.33,0.715,126.042,"alt-rock"
"Creed","Fishing Music","One Last Breath",1,239373,0.38,0.72,-5.766,0.0356,0.00899,0.00147,0.221,0.172,129.982,"alt-rock"
"Pantera","Metal","Walk",0,315120,0.428,0.704,-8.018,0.0808,0.000156,0.00223,0.0933,0.703,116.898,"alt-rock"
"Fitz and The Tantrums","20's Rock","I Just Wanna Shine",0,207925,0.705,0.918,-2.771,0.0678,0.0405,0.000106,0.0803,0.537,92.513,"alt-rock"
"Jimmy Eat World","Alternative Christmas 2022","Christmas Card",0,173560,0.196,0.93,-5.131,0.0519,0.0116,0.00214,0.105,0.566,194.319,"alt-rock"
"Jimmy Eat World","Rock n Roll Christmas","Last Christmas",0,267493,0.532,0.842,-6.152,0.0403,0.00131,1.2e-06,0.33,0.715,126.042,"alt-rock"
"Pantera","Groove Metal Roots & Branches","Mouth for War",1,236720,0.361,0.97,-5.69,0.0837,6.58e-06,0.000162,0.039,0.561,156.96,"alt-rock"
"Fitz and The Tantrums;Dave Audé","10's Dance Classics","HandClap - Dave Audé Remix",0,295932,0.725,0.918,-2.468,0.0352,0.000148,0.00127,0.0642,0.503,128.016,"alt-rock"
"Jimmy Eat World","Alternative Christmas 2022","Last Christmas",0,267493,0.532,0.842,-6.152,0.0403,0.00131,1.2e-06,0.33,0.715,126.042,"alt-rock"
"Jimmy Eat World","Alternative Christmas 2022","Last Christmas",0,267493,0.532,0.842,-6.152,0.0403,0.00131,1.2e-06,0.33,0.715,126.042,"alt-rock"
"Fitz and The Tantrums","All Out Alternative","HandClap",0,193253,0.634,0.836,-3.004,0.0427,0.00609,0.000157,0.0828,0.715,139.957,"alt-rock"
"No Doubt","Los Clásicos del Pop 90s","Don't Speak",0,262746,0.508,0.752,-5.439,0.0343,0.251,2.1e-05,0.142,0.554,76.07,"alt-rock"
"Jimmy Eat World","Mirando las nubes","The Middle",0,166040,0.644,0.848,-5.385,0.0529,0.0358,0,0.0676,0.928,162.151,"alt-rock"
"No Doubt","Emo Christmas 2022","Oi To The World",0,160586,0.505,0.939,-4.165,0.0415,0.00281,0.0232,0.0516,0.963,177.68,"alt-rock"
"No Doubt","Halloween Hits","Spiderwebs",1,266706,0.485,0.924,-4.046,0.0579,0.0373,1.62e-06,0.248,0.661,143.244,"alt-rock"
"No Doubt;Bounty Killer","OO's Music Grandi Successi","Hey Baby",0,207040,0.705,0.871,-3.557,0.123,0.0618,0,0.226,0.749,93.625,"alt-rock"
"Soundgarden","Rock & Halloween","Black Hole Sun",0,318586,0.351,0.827,-5.351,0.0412,0.000222,0.000118,0.0755,0.145,105.463,"alt-rock"
"No Doubt","Helloween Party","Spiderwebs",0,266706,0.485,0.924,-4.046,0.0579,0.0373,1.62e-06,0.248,0.661,143.244,"alt-rock"
"No Doubt","Rock Workout 2023","Don't Speak",0,262746,0.508,0.752,-5.439,0.0343,0.251,2.1e-05,0.142,0.554,76.07,"alt-rock"
"No Doubt","Rock & Halloween","Spiderwebs",1,266706,0.485,0.924,-4.046,0.0579,0.0373,1.62e-06,0.248,0.661,143.244,"alt-rock"
"Soundgarden","Hits Pop Rock 90's","Spoonman",0,246920,0.258,0.904,-5.625,0.0386,2.2e-05,0.218,0.255,0.832,186.054,"alt-rock"
"No Doubt","Обратно в клас - rock","Don't Speak",0,262746,0.508,0.752,-5.439,0.0343,0.251,2.1e-05,0.142,0.554,76.07,"alt-rock"
"Jimmy Eat World","Christmas Rock 2022","Last Christmas",0,267493,0.532,0.842,-6.152,0.0403,0.00131,1.2e-06,0.33,0.715,126.042,"alt-rock"
"No Doubt","Alternative Christmas 2022","Oi To The World",0,160586,0.505,0.939,-4.165,0.0415,0.00281,0.0232,0.0516,0.963,177.68,"alt-rock"
"No Doubt","Hits Pop Rock 90's","Just A Girl",1,205946,0.635,0.937,-2.86,0.0452,0.0735,6.95e-05,0.134,0.78,108.003,"alt-rock"
"Jimmy Eat World","Обратно в клас - rock","The Middle",0,166040,0.644,0.848,-5.385,0.0529,0.0358,0,0.0676,0.928,162.151,"alt-rock"
"Stone Temple Pilots","Timeless Rock Hits","Plush",1,310346,0.416,0.954,-3.157,0.0467,0.0021,0,0.177,0.498,144.724,"alt-rock"
"Soundgarden","Hits Pop Rock 90's","Black Hole Sun",1,318586,0.351,0.827,-5.351,0.0412,0.000222,0.000118,0.0755,0.145,105.463,"alt-rock"
"Young the Giant","Mirrorball / Mind Over Matter (Reprise)","Mind Over Matter (Reprise)",75,230866,0.393,0.487,-6.348,0.0337,0.229,0,0.128,0.3,151.958,"alt-rock"
"Dominic Fike;Zendaya","Elliot's Song (From ""Euphoria"" An HBO Original Series)","Elliot's Song - From ""Euphoria"" An HBO Original Series",70,150320,0.394,0.327,-14.291,0.114,0.849,0,0.125,0.411,93.358,"alt-rock"
"Sam Tinnesz","Legends Are Made","Legends Are Made",51,169758,0.553,0.89,-4.879,0.0413,0.123,0,0.139,0.674,87.871,"alt-rock"
"Poets of the Fall","Carnival of Rust","Carnival of Rust",56,262946,0.492,0.59,-4.593,0.0239,0.225,2.79e-05,0.0973,0.124,91.018,"alt-rock"
"Welshly Arms","No Place Is Home","Legendary",66,232173,0.537,0.656,-5.863,0.0411,0.0458,2.54e-06,0.112,0.45,141.873,"alt-rock"
"Willyecho","Welcome to the Fire","Welcome to the Fire",52,202250,0.597,0.522,-5.683,0.0331,0.297,0,0.0854,0.334,119.792,"alt-rock"
"Nirvana","MTV Unplugged In New York","The Man Who Sold The World",76,261093,0.483,0.753,-8.937,0.0832,0.425,0.000142,0.257,0.42,115.102,"alt-rock"
"Skillet","Awake","Hero",72,186813,0.533,0.967,-2.543,0.0995,0.00791,0,0.336,0.782,142.018,"alt-rock"
"grandson;King Kavalier","BLOOD // EDITS","Blood // Water - King Kavalier Remix",64,179374,0.586,0.813,-6.357,0.0804,0.0494,5.54e-06,0.0939,0.655,149.812,"alt-rock"
"Nirvana","In Utero - 20th Anniversary - Deluxe Edition","Heart-Shaped Box",79,281160,0.256,0.641,-10.283,0.0552,0.199,0.0329,0.0853,0.382,203.006,"alt-rock"
"Red Hot Chili Peppers","By the Way (Deluxe Edition)","Can't Stop",82,269000,0.618,0.938,-3.442,0.0456,0.0179,0,0.167,0.875,91.455,"alt-rock"
"The Afters","Life Is Beautiful","Moments Like This",56,239986,0.497,0.837,-3.672,0.046,0.0155,0,0.0763,0.489,86.016,"alt-rock"
"Neon Trees","Rock Workout 2023","Everybody Talks",1,177280,0.474,0.916,-3.93,0.0624,0.00504,0,0.325,0.745,154.948,"alt-rock"
"Neon Trees","CHRISTMAS TOP HITS 2022","Holiday Rock",0,177345,0.529,0.818,-6.622,0.04,6.5e-05,0,0.354,0.684,148.173,"alt-rock"
"Neon Trees","Pop Christmas 2022","Holiday Rock",0,177345,0.529,0.818,-6.622,0.04,6.5e-05,0,0.354,0.684,148.173,"alt-rock"
"Neon Trees","Weihnachtspop 2022","Holiday Rock",0,177345,0.529,0.818,-6.622,0.04,6.5e-05,0,0.354,0.684,148.173,"alt-rock"
"Neon Trees","Alternative Christmas 2022","Holiday Rock",0,177345,0.529,0.818,-6.622,0.04,6.5e-05,0,0.354,0.684,148.173,"alt-rock"
"Smash Mouth","Workout Hits 2023","All Star",0,200373,0.731,0.867,-5.881,0.032,0.0394,0,0.0861,0.776,104.02,"alt-rock"
"Neon Trees","Обратно в клас - rock","Everybody Talks",0,177280,0.474,0.916,-3.93,0.0624,0.00504,0,0.325,0.745,154.948,"alt-rock"
"Godsmack","Halloween Spooky Party 2022","Vampires",0,227240,0.486,0.843,-6.085,0.0635,7.21e-05,0.682,0.0709,0.412,90.016,"alt-rock"
"Smash Mouth","OO's Music Grandi Successi","I'm A Believer - Radio Edit",3,183400,0.559,0.972,-3.524,0.0639,0.0198,6.4e-06,0.393,0.92,82.336,"alt-rock"
"Smash Mouth","Los Clásicos del Pop 90s","All Star",1,200373,0.731,0.867,-5.881,0.032,0.0394,0,0.0861,0.776,104.02,"alt-rock"
"Smash Mouth","Halloween 2022","All Star",0,200373,0.731,0.867,-5.881,0.032,0.0394,0,0.0861,0.776,104.02,"alt-rock"
"Smash Mouth","OO's Music Grandi Successi","All Star",0,200373,0.731,0.867,-5.881,0.032,0.0394,0,0.0861,0.776,104.02,"alt-rock"
"Smash Mouth","Halloween Party 2022","All Star",0,200373,0.731,0.867,-5.881,0.032,0.0394,0,0.0861,0.776,104.02,"alt-rock"
"Smash Mouth","90's Music Grandi Successi","All Star",0,200373,0.731,0.867,-5.881,0.032,0.0394,0,0.0861,0.776,104.02,"alt-rock"
"Detonautas Roque Clube","Detonautas Acústico","Outro Lugar",54,236973,0.616,0.833,-7.932,0.0323,0.0392,9.77e-05,0.801,0.553,104.043,"alt-rock"
"Smash Mouth","Обратно в клас - rock","All Star",0,200373,0.731,0.867,-5.881,0.032,0.0394,0,0.0861,0.776,104.02,"alt-rock"
"Smash Mouth","Hits Pop Rock 90's","All Star",1,200373,0.731,0.867,-5.881,0.032,0.0394,0,0.0861,0.776,104.02,"alt-rock"
"Godsmack","Halloween Metal Nights","Cryin' Like A Bitch!!",1,201666,0.548,0.808,-5.484,0.0398,7.19e-05,0.00341,0.114,0.475,95.207,"alt-rock"
"Rob Zombie;Ozzy Osbourne","Release Your ANGER","Iron Head",0,251200,0.527,0.924,-4.503,0.0367,7.92e-05,0.0671,0.705,0.324,102.036,"alt-rock"
"Rob Zombie","Halloween Hits","Living Dead Girl",2,201400,0.518,0.948,-5.579,0.0676,0.00512,0.0996,0.228,0.548,103.025,"alt-rock"
"The Verve","90's Music Grandi Successi","Bitter Sweet Symphony - Remastered 2016",0,357266,0.356,0.917,-6.005,0.0487,0.0336,0,0.406,0.523,171.172,"alt-rock"
"Rob Zombie","Twisted Halloween Hits","Living Dead Girl",0,201400,0.518,0.948,-5.579,0.0676,0.00512,0.0996,0.228,0.548,103.025,"alt-rock"
"Rob Zombie","Pumpkin Patch Hits","Living Dead Girl",0,201400,0.518,0.948,-5.579,0.0676,0.00512,0.0996,0.228,0.548,103.025,"alt-rock"
"Rob Zombie","Rock & Halloween","Living Dead Girl",2,201400,0.518,0.948,-5.579,0.0676,0.00512,0.0996,0.228,0.548,103.025,"alt-rock"
"Rob Zombie","Twisted Halloween Hits","Superbeast",0,220226,0.514,0.975,-4.433,0.0609,7.65e-05,0.561,0.457,0.309,154.047,"alt-rock"
"Rob Zombie","Halloween Metal Nights","Dragula",1,222893,0.579,0.978,-5.327,0.0548,8.55e-05,0.000141,0.0955,0.558,125.073,"alt-rock"
"Rob Zombie","Helloween Party","Living Dead Girl",0,201400,0.518,0.948,-5.579,0.0676,0.00512,0.0996,0.228,0.548,103.025,"alt-rock"
"Rob Zombie","Halloween Metal Nights","Superbeast",0,220226,0.514,0.975,-4.433,0.0609,7.65e-05,0.561,0.457,0.309,154.047,"alt-rock"
"Rob Zombie","Halloween Party 2022","Living Dead Girl",0,201400,0.518,0.948,-5.579,0.0676,0.00512,0.0996,0.228,0.548,103.025,"alt-rock"
"Rob Zombie","Pumpkin Patch Hits","Dragula",0,222893,0.579,0.978,-5.327,0.0548,8.55e-05,0.000141,0.0955,0.558,125.073,"alt-rock"
"Rob Zombie","Halloween Spooky Party 2022","Living Dead Girl",0,201400,0.518,0.948,-5.579,0.0676,0.00512,0.0996,0.228,0.548,103.025,"alt-rock"
"Rob Zombie","Twisted Halloween Hits","Dragula",0,222893,0.579,0.978,-5.327,0.0548,8.55e-05,0.000141,0.0955,0.558,125.073,"alt-rock"
"Rob Zombie","Halloween Party 2022","Dragula",0,222893,0.579,0.978,-5.327,0.0548,8.55e-05,0.000141,0.0955,0.558,125.073,"alt-rock"
"Rob Zombie","Halloween Scary Party","Dragula",0,222893,0.579,0.978,-5.327,0.0548,8.55e-05,0.000141,0.0955,0.558,125.073,"alt-rock"
"Rob Zombie","Halloween Spooky Party 2022","Dragula",0,222893,0.579,0.978,-5.327,0.0548,8.55e-05,0.000141,0.0955,0.558,125.073,"alt-rock"
"Rob Zombie","Halloween Metal Nights","Demon Speeding",0,224306,0.548,0.809,-4.001,0.0328,0.000298,2.96e-06,0.156,0.409,133.984,"alt-rock"
"The Verve","Hits Pop Rock 90's","Bitter Sweet Symphony - Remastered 2016",1,357266,0.356,0.917,-6.005,0.0487,0.0336,0,0.406,0.523,171.172,"alt-rock"
"The Verve","Обратно в клас - rock","Bitter Sweet Symphony - Remastered 2016",0,357266,0.356,0.917,-6.005,0.0487,0.0336,0,0.406,0.523,171.172,"alt-rock"
"The Neighbourhood","Wiped Out!","Cry Baby",74,235160,0.581,0.656,-4.891,0.0294,0.00269,2.78e-06,0.101,0.338,108.033,"alt-rock"
"The 1975","Being Funny In A Foreign Language","About You",73,326490,0.416,0.762,-7.385,0.0279,0.312,0.804,0.0559,0.461,95.967,"alt-rock"
"Sam Tinnesz","Babel","Legends Are Made",68,169758,0.553,0.89,-4.879,0.0413,0.123,0,0.139,0.674,87.871,"alt-rock"
"The Neighbourhood","Chip Chrome & The Mono-Tones","Pretty Boy",75,234093,0.578,0.386,-11.464,0.0278,0.208,0.0453,0.307,0.569,154.902,"alt-rock"
"Pixies","Death to the Pixies","Where Is My Mind?",77,229226,0.513,0.442,-13.529,0.0343,0.00731,0.000838,0.0878,0.243,81.201,"alt-rock"
"Mazzy Star","So Tonight That I Might See","Fade Into You",79,295600,0.42,0.33,-13.925,0.0275,0.245,0.000679,0.0677,0.175,157.143,"alt-rock"
"Franz Ferdinand","This fffire","This fffire - New Version",76,218080,0.442,0.887,-5.943,0.1,0.0259,4.57e-06,0.0655,0.637,146.358,"alt-rock"
"The 1975","A Brief Inquiry Into Online Relationships","It's Not Living (If It's Not With You)",73,248335,0.618,0.837,-5.338,0.0304,0.000254,0.000378,0.0618,0.526,121.227,"alt-rock"
"The 1975","Being Funny In A Foreign Language","The 1975",71,250900,0.542,0.433,-10.47,0.0305,0.897,0.173,0.101,0.495,140.939,"alt-rock"
"Red Hot Chili Peppers","Blood Sugar Sex Magik (Deluxe Edition)","Under the Bridge",82,264306,0.559,0.345,-13.496,0.0459,0.0576,0.000105,0.141,0.458,84.581,"alt-rock"
"Adam Jensen","The Mystic","The Mystic",68,189600,0.556,0.72,-5.132,0.0415,0.358,0,0.146,0.405,125.324,"alt-rock"
"Pixies","Surfer Rosa","Where Is My Mind? - Remastered",79,234973,0.519,0.441,-14.178,0.0353,0.0204,0.000453,0.076,0.25,81.334,"alt-rock"
"The Verve","Urban Hymns (Remastered 2016)","Bitter Sweet Symphony",80,357266,0.356,0.917,-6.006,0.0479,0.0335,0,0.406,0.518,171.176,"alt-rock"
"Smash Mouth","Astro Lounge","All Star",79,200373,0.731,0.867,-5.881,0.032,0.0395,0,0.0861,0.776,104.019,"alt-rock"
"Charlie Brown Jr.","Acústico (Ao Vivo)","Só Por Uma Noite - Ao Vivo",53,190400,0.568,0.94,-6.414,0.0402,0.0366,0.00314,0.735,0.738,114.873,"alt-rock"
"Mazzy Star","sadsadchristmas","Flowers In December",3,297893,0.59,0.229,-13.174,0.0301,0.115,0.00168,0.0854,0.168,96.859,"alt-rock"
"Mazzy Star","Los Clásicos del Pop 90s","Fade Into You",0,297160,0.248,0.399,-11.011,0.0283,0.306,0.00119,0.0728,0.198,52.401,"alt-rock"
"Bullet For My Valentine","Release Your ANGER","Stitches",5,301426,0.547,0.941,-4.631,0.0824,5.72e-06,0.000756,0.323,0.331,100.007,"alt-rock"
"Hoobastank","OO's Music Grandi Successi","The Reason",1,232800,0.474,0.671,-4.649,0.0289,0.0129,0,0.159,0.0682,82.94,"alt-rock"
"Royal Blood","Rock - Best of 2022","Honeybrains",3,186847,0.523,0.8,-5.243,0.101,0.00537,0,0.398,0.604,125.886,"alt-rock"
"Bullet For My Valentine","Release Your ANGER","Shatter - Edit",0,281757,0.413,0.923,-4.487,0.053,9.24e-06,0.00102,0.0883,0.504,150.059,"alt-rock"
"Kinky","Kinky (Remastered)","Soun Tha Mi Primer Amor - Remastered",54,191000,0.83,0.838,-6.77,0.0776,0.0805,0.517,0.073,0.829,104.418,"alt-rock"
"Chris Tomlin","Santa's Christmas List","Joy To The World (Unspeakable Joy)",1,230720,0.418,0.876,-5.157,0.0529,0.00187,0,0.829,0.341,128.033,"alt-rock"
"Royal Blood","Hot Mix Pop","Honeybrains",1,186847,0.523,0.8,-5.243,0.101,0.00537,0,0.398,0.604,125.886,"alt-rock"
"Chris Tomlin;Lauren Daigle","Christmas Dinner","Noel - Live",0,257720,0.349,0.261,-9.478,0.0306,0.748,0,0.104,0.103,137.954,"alt-rock"
"Royal Blood","Rock Brandneu","Honeybrains",0,186847,0.523,0.8,-5.243,0.101,0.00537,0,0.398,0.604,125.886,"alt-rock"
